Network,Target,Controllers,Errors,Minutes
./input/networks/large11SCC/21639591.bnet,DAG,"[['PIP2', 'Serotonin']]",[0.0],0.00084
./input/networks/large11SCC/21639591.bnet,!DAG,"[['!PIP2'], ['!Serotonin']]","[0.0, 0.0]",0.00087
./input/networks/large11SCC/23169817_high_dna_damage.bnet,pten,[[]],NA,0.00089
./input/networks/large11SCC/23169817_high_dna_damage.bnet,!pten,[[]],NA,0.0008
./input/networks/large11SCC/23169817_high_dna_damage.bnet,arf,[[]],NA,0.00081
./input/networks/large11SCC/23169817_high_dna_damage.bnet,!arf,[[]],NA,0.00097
./input/networks/large11SCC/23169817_high_dna_damage.bnet,bcl2,[[]],NA,0.00078
./input/networks/large11SCC/23169817_high_dna_damage.bnet,!bcl2,[[]],NA,0.00091
./input/networks/large11SCC/23169817_high_dna_damage.bnet,e2f1,[[]],NA,0.00091
./input/networks/large11SCC/23169817_high_dna_damage.bnet,!e2f1,[[]],NA,0.00084
./input/networks/large11SCC/23658556_model_10.bnet,IAA5,"[['PHB'], ['!Auxin']]","[0.0, 0.0]",0.00029
./input/networks/large11SCC/23658556_model_10.bnet,!IAA5,"[['miRNA165', 'Auxin'], ['Auxin', 'CLE'], ['Auxin', 'SYS'], ['Auxin', 'CYA'], ['Auxin', '!SHR']]","[0.484, 0.658, 0.617, 0.625, 0.701]",0.0003
./input/networks/large11SCC/23658556_model_10.bnet,ACR,"[['Auxin', 'CLE'], ['Auxin', 'CYA'], ['Auxin', '!SHR']]","[0.688, 0.608, 0.698]",0.00036
./input/networks/large11SCC/23658556_model_10.bnet,!ACR,"[['PHB'], ['!Auxin']]","[0.0, 0.0]",0.00024
./input/networks/large11SCC/23658556_model_10.bnet,JKD,[[]],NA,0.00029
./input/networks/large11SCC/23658556_model_10.bnet,!JKD,"[['PHB', '!SHR'], ['PHB', '!SCR'], ['PHB', '!SYS'], ['WOX5', 'CLE'], ['WOX5', 'CYA'], ['WOX5', '!SHR'], ['WOX5', '!SCR'], ['WOX5', '!SYS'], ['CLE', '!JKD'], ['CLE', '!MGP'], ['CYA', '!JKD'], ['CYA', '!MGP'], ['!SHR', '!JKD'], ['!SHR', '!MGP'], ['!SCR', '!JKD'], ['!SCR', '!MGP'], ['!JKD', '!SYS'], ['!MGP', '!SYS']]","[0.346, 0.476, 0.4595, 0.355, 0.2525, 0.227, 0.359, 0.345, 0.286, 0.339, 0.2265, 0.305, 0.166, 0.2585, 0.2635, 0.3735, 0.2325, 0.335]",0.00028
./input/networks/large11SCC/23658556_model_10.bnet,Auxin,"[['miRNA165', 'Auxin'], ['Auxin', 'CLE'], ['Auxin', 'SYS'], ['Auxin', 'CYA'], ['Auxin', '!SHR']]","[0.501, 0.649, 0.629, 0.624, 0.6890000000000001]",0.00031
./input/networks/large11SCC/23658556_model_10.bnet,!Auxin,"[['PHB'], ['!Auxin']]","[0.0, 0.0]",0.00024
./input/networks/large11SCC/23935937.bnet,CMYC,[[]],NA,0.03778
./input/networks/large11SCC/23935937.bnet,!CMYC,"[['NUC_SUFU'], ['NUMB'], ['ITCH'], ['!GLI1'], ['!NUC_GLI1'], ['!NUC_STK36'], ['!DYRK1']]","[0.0, 0.0, 0.0, 0.012, 0.0135, 0.0, 0.0]",0.03228
./input/networks/large11SCC/23935937.bnet,EMT,[[]],NA,0.03454
./input/networks/large11SCC/23935937.bnet,!EMT,"[['NUC_SUFU'], ['NUMB'], ['ITCH'], ['!GLI1'], ['!NUC_GLI1'], ['!NUC_STK36'], ['!DYRK1']]","[0.0, 0.0, 0.0, 0.0085, 0.009, 0.0, 0.0]",0.03222
./input/networks/large11SCC/23935937.bnet,NOTCH_SIGNAL,[[]],NA,0.04669
./input/networks/large11SCC/23935937.bnet,!NOTCH_SIGNAL,"[['NUC_SUFU'], ['NUMB'], ['ITCH'], ['!GLI1'], ['!NUC_GLI1'], ['!NUC_STK36'], ['!DYRK1']]","[0.0, 0.0, 0.0, 0.008, 0.007, 0.0, 0.0]",0.03316
./input/networks/large11SCC/23935937.bnet,WNT_SIGNAL,[[]],NA,0.04399
./input/networks/large11SCC/23935937.bnet,!WNT_SIGNAL,"[['NUC_SUFU'], ['NUMB'], ['ITCH'], ['!GLI1'], ['!NUC_GLI1'], ['!NUC_STK36'], ['!DYRK1']]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.03629
./input/networks/large11SCC/25063553_OR_OR.bnet,pfk2,[[]],NA,0.02923
./input/networks/large11SCC/25063553_OR_OR.bnet,!pfk2,[['!x5p']],[0.0],0.03159
./input/networks/large11SCC/25063553_OR_OR.bnet,lgk,"[['basal_act', '!gcg']]",[0.0],0.04307
./input/networks/large11SCC/25063553_OR_OR.bnet,!lgk,[[]],NA,0.0284
./input/networks/large11SCC/25063553_OR_OR.bnet,pepck_c,[[]],NA,0.03259
./input/networks/large11SCC/25063553_OR_OR.bnet,!pepck_c,"[['!ins', '!gcg']]",[0.0],0.04501
./input/networks/large11SCC/25063553_OR_OR.bnet,fbp2,[[]],NA,0.03123
./input/networks/large11SCC/25063553_OR_OR.bnet,!fbp2,"[['x5p'], ['!gcg']]","[0.0, 0.0]",0.03183
./input/networks/large11SCC/25189528.bnet,NOTCH,"[['AKT'], ['Dest_compl'], ['AXIN2'], ['b_catenin_memb'], ['b_catenin_nuc'], ['bTrCP'], ['CD44'], ['CDC42'], ['c_fos'], ['cMet'], ['Csl'], ['Csn'], ['DELTA'], ['DSH'], ['E_cadherin'], ['EGFR'], ['EGR1'], ['EMT'], ['ERK'], ['FGFR'], ['FOXC2'], ['Frizzled'], ['FUS'], ['GLI'], ['GSK3b'], ['HEY1'], ['HIF1a'], ['IGF1R'], ['IKKa'], ['ILK'], ['Jagged'], ['LIV1'], ['LOXL23'], ['MEK'], ['miR200'], ['NFkB'], ['NOTCH'], ['NOTCH_ic'], ['PAK1'], ['Patched'], ['PDGFR'], ['PI3K'], ['RAF'], ['RAS'], ['RKIP'], ['SHH'], ['SNAI2'], ['SMAD'], ['SMO'], ['SNAI1'], ['SOS_GRB2'], ['SRC'], ['STAT'], ['SUFU'], ['TCF_LEF'], ['TGFb'], ['TGFbR'], ['TWIST1'], ['Wnt'], ['ZEB1'], ['ZEB2'], ['CHD1L'], ['HGF'], ['EGF'], ['FGF'], ['Goosecoid'], ['Hypoxia'], ['IGF1'], ['PDGF'], ['!AKT'], ['!Dest_compl'], ['!AXIN2'], ['!b_catenin_memb'], ['!b_catenin_nuc'], ['!bTrCP'], ['!CD44'], ['!CDC42'], ['!c_fos'], ['!cMet'], ['!Csl'], ['!Csn'], ['!DELTA'], ['!DSH'], ['!E_cadherin'], ['!EGFR'], ['!EGR1'], ['!EMT'], ['!ERK'], ['!FGFR'], ['!FOXC2'], ['!Frizzled'], ['!FUS'], ['!GLI'], ['!GSK3b'], ['!HEY1'], ['!HIF1a'], ['!IGF1R'], ['!IKKa'], ['!ILK'], ['!Jagged'], ['!LIV1'], ['!LOXL23'], ['!MEK'], ['!miR200'], ['!NFkB'], ['!NOTCH'], ['!NOTCH_ic'], ['!PAK1'], ['!Patched'], ['!PDGFR'], ['!PI3K'], ['!RAF'], ['!RAS'], ['!RKIP'], ['!SHH'], ['!SNAI2'], ['!SMAD'], ['!SMO'], ['!SNAI1'], ['!SOS_GRB2'], ['!SRC'], ['!STAT'], ['!SUFU'], ['!TCF_LEF'], ['!TGFb'], ['!TGFbR'], ['!TWIST1'], ['!Wnt'], ['!ZEB1'], ['!ZEB2'], ['!CHD1L'], ['!HGF'], ['!EGF'], ['!FGF'], ['!Goosecoid'], ['!Hypoxia'], ['!IGF1'], ['!PDGF']]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.1029
./input/networks/large11SCC/25189528.bnet,!NOTCH,[[]],NA,0.11997
./input/networks/large11SCC/25189528.bnet,cMet,"[['AKT'], ['Dest_compl'], ['AXIN2'], ['b_catenin_memb'], ['b_catenin_nuc'], ['bTrCP'], ['CD44'], ['CDC42'], ['c_fos'], ['cMet'], ['Csl'], ['Csn'], ['DELTA'], ['DSH'], ['E_cadherin'], ['EGFR'], ['EGR1'], ['EMT'], ['ERK'], ['FGFR'], ['FOXC2'], ['Frizzled'], ['FUS'], ['GLI'], ['GSK3b'], ['HEY1'], ['HIF1a'], ['IGF1R'], ['IKKa'], ['ILK'], ['Jagged'], ['LIV1'], ['LOXL23'], ['MEK'], ['miR200'], ['NFkB'], ['NOTCH'], ['NOTCH_ic'], ['PAK1'], ['Patched'], ['PDGFR'], ['PI3K'], ['RAF'], ['RAS'], ['RKIP'], ['SHH'], ['SNAI2'], ['SMAD'], ['SMO'], ['SNAI1'], ['SOS_GRB2'], ['SRC'], ['STAT'], ['SUFU'], ['TCF_LEF'], ['TGFb'], ['TGFbR'], ['TWIST1'], ['Wnt'], ['ZEB1'], ['ZEB2'], ['CHD1L'], ['HGF'], ['EGF'], ['FGF'], ['Goosecoid'], ['Hypoxia'], ['IGF1'], ['PDGF'], ['!AKT'], ['!Dest_compl'], ['!AXIN2'], ['!b_catenin_memb'], ['!b_catenin_nuc'], ['!bTrCP'], ['!CD44'], ['!CDC42'], ['!c_fos'], ['!cMet'], ['!Csl'], ['!Csn'], ['!DELTA'], ['!DSH'], ['!E_cadherin'], ['!EGFR'], ['!EGR1'], ['!EMT'], ['!ERK'], ['!FGFR'], ['!FOXC2'], ['!Frizzled'], ['!FUS'], ['!GLI'], ['!GSK3b'], ['!HEY1'], ['!HIF1a'], ['!IGF1R'], ['!IKKa'], ['!ILK'], ['!Jagged'], ['!LIV1'], ['!LOXL23'], ['!MEK'], ['!miR200'], ['!NFkB'], ['!NOTCH'], ['!NOTCH_ic'], ['!PAK1'], ['!Patched'], ['!PDGFR'], ['!PI3K'], ['!RAF'], ['!RAS'], ['!RKIP'], ['!SHH'], ['!SNAI2'], ['!SMAD'], ['!SMO'], ['!SNAI1'], ['!SOS_GRB2'], ['!SRC'], ['!STAT'], ['!SUFU'], ['!TCF_LEF'], ['!TGFb'], ['!TGFbR'], ['!TWIST1'], ['!Wnt'], ['!ZEB1'], ['!ZEB2'], ['!CHD1L'], ['!HGF'], ['!EGF'], ['!FGF'], ['!Goosecoid'], ['!Hypoxia'], ['!IGF1'], ['!PDGF']]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.1035
./input/networks/large11SCC/25189528.bnet,!cMet,"[['b_catenin_memb', '!HGF']]",[1.0],0.1251
./input/networks/large11SCC/25189528.bnet,EGFR,[['EGF']],[0.0],0.09312
./input/networks/large11SCC/25189528.bnet,!EGFR,[['!EGF']],[0.0],0.09884
./input/networks/large11SCC/25189528.bnet,SNAI2,"[['AKT'], ['Dest_compl'], ['AXIN2'], ['b_catenin_memb'], ['b_catenin_nuc'], ['bTrCP'], ['CD44'], ['CDC42'], ['c_fos'], ['cMet'], ['Csl'], ['Csn'], ['DELTA'], ['DSH'], ['E_cadherin'], ['EGFR'], ['EGR1'], ['EMT'], ['ERK'], ['FGFR'], ['FOXC2'], ['Frizzled'], ['FUS'], ['GLI'], ['GSK3b'], ['HEY1'], ['HIF1a'], ['IGF1R'], ['IKKa'], ['ILK'], ['Jagged'], ['LIV1'], ['LOXL23'], ['MEK'], ['miR200'], ['NFkB'], ['NOTCH'], ['NOTCH_ic'], ['PAK1'], ['Patched'], ['PDGFR'], ['PI3K'], ['RAF'], ['RAS'], ['RKIP'], ['SHH'], ['SNAI2'], ['SMAD'], ['SMO'], ['SNAI1'], ['SOS_GRB2'], ['SRC'], ['STAT'], ['SUFU'], ['TCF_LEF'], ['TGFb'], ['TGFbR'], ['TWIST1'], ['Wnt'], ['ZEB1'], ['ZEB2'], ['CHD1L'], ['HGF'], ['EGF'], ['FGF'], ['Goosecoid'], ['Hypoxia'], ['IGF1'], ['PDGF'], ['!AKT'], ['!Dest_compl'], ['!AXIN2'], ['!b_catenin_memb'], ['!b_catenin_nuc'], ['!bTrCP'], ['!CD44'], ['!CDC42'], ['!c_fos'], ['!cMet'], ['!Csl'], ['!Csn'], ['!DELTA'], ['!DSH'], ['!E_cadherin'], ['!EGFR'], ['!EGR1'], ['!EMT'], ['!ERK'], ['!FGFR'], ['!FOXC2'], ['!Frizzled'], ['!FUS'], ['!GLI'], ['!GSK3b'], ['!HEY1'], ['!HIF1a'], ['!IGF1R'], ['!IKKa'], ['!ILK'], ['!Jagged'], ['!LIV1'], ['!LOXL23'], ['!MEK'], ['!miR200'], ['!NFkB'], ['!NOTCH'], ['!NOTCH_ic'], ['!PAK1'], ['!Patched'], ['!PDGFR'], ['!PI3K'], ['!RAF'], ['!RAS'], ['!RKIP'], ['!SHH'], ['!SNAI2'], ['!SMAD'], ['!SMO'], ['!SNAI1'], ['!SOS_GRB2'], ['!SRC'], ['!STAT'], ['!SUFU'], ['!TCF_LEF'], ['!TGFb'], ['!TGFbR'], ['!TWIST1'], ['!Wnt'], ['!ZEB1'], ['!ZEB2'], ['!CHD1L'], ['!HGF'], ['!EGF'], ['!FGF'], ['!Goosecoid'], ['!Hypoxia'], ['!IGF1'], ['!PDGF']]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.10252
./input/networks/large11SCC/25189528.bnet,!SNAI2,[[]],NA,0.09775
./input/networks/large11SCC/25780058.bnet,ROCK,[[]],NA,0.04665
./input/networks/large11SCC/25780058.bnet,!ROCK,"[['CSK', '!EGF'], ['!Src', '!EGF'], ['!FAK', '!EGF']]","[0.0635, 0.0735, 0.1055]",0.03621
./input/networks/large11SCC/25780058.bnet,PTP_EGFR,[[]],NA,0.0428
./input/networks/large11SCC/25780058.bnet,!PTP_EGFR,[['!EGF']],[0.0],0.04698
./input/networks/large11SCC/25780058.bnet,Raf,[[]],NA,0.04568
./input/networks/large11SCC/25780058.bnet,!Raf,[['!EGF']],[0.0],0.03492
./input/networks/large11SCC/25780058.bnet,p190RhoGEF,[[]],NA,0.03469
./input/networks/large11SCC/25780058.bnet,!p190RhoGEF,"[['CSK', '!EGF'], ['!Src', '!EGF'], ['!FAK', '!EGF']]","[0.0545, 0.072, 0.115]",0.03701
./input/networks/large11SCC/25967891.bnet,FUL,"[['AG', 'AP1'], ['AG', 'LFY'], ['AG', '!EMF1'], ['AG', '!TFL1'], ['AP1', 'WUS'], ['AP1', '!AP2'], ['LFY', 'TFL1'], ['LFY', 'WUS'], ['LFY', '!AP1'], ['LFY', '!AP2'], ['TFL1', '!EMF1'], ['WUS', '!EMF1'], ['WUS', '!TFL1'], ['!AP1', '!EMF1'], ['!AP1', '!TFL1'], ['!AP2', '!EMF1'], ['!AP2', '!TFL1']]","[0.242, 0.0, 0.271, 0.22199999999999998, 0.061000000000000054, 0.19499999999999995, 0.0, 0.0, 0.062000000000000055, 0.07199999999999995, 0.30300000000000005, 0.09299999999999997, 0.06899999999999995, 0.21899999999999997, 0.121, 0.16000000000000003, 0.127]",0.00025
./input/networks/large11SCC/25967891.bnet,!FUL,"[['AG', '!LFY'], ['EMF1', 'TFL1'], ['TFL1', '!LFY'], ['!AP1', '!LFY']]","[0.513, 0.781, 0.454, 0.567]",0.00023
./input/networks/large11SCC/25967891.bnet,TFL1,"[['AG', '!LFY'], ['EMF1', 'TFL1'], ['TFL1', '!LFY'], ['!AP1', '!LFY']]","[0.891, 0.7969999999999999, 0.788, 0.792]",0.00038
./input/networks/large11SCC/25967891.bnet,!TFL1,"[['AP1'], ['LFY'], ['!EMF1'], ['!TFL1']]","[0.0, 0.0, 0.0, 0.0]",0.00023
./input/networks/large11SCC/25967891.bnet,FT,"[['AP1'], ['LFY'], ['!EMF1'], ['!TFL1']]","[0.0, 0.0, 0.0, 0.0]",0.00022
./input/networks/large11SCC/25967891.bnet,!FT,"[['AG', '!LFY'], ['EMF1', 'TFL1'], ['TFL1', '!LFY'], ['!AP1', '!LFY']]","[0.87, 0.792, 0.793, 0.805]",0.00023
./input/networks/large11SCC/25967891.bnet,AP2,"[['AP1'], ['LFY'], ['!EMF1'], ['!TFL1']]","[0.0, 0.0, 0.0, 0.0]",0.00037
./input/networks/large11SCC/25967891.bnet,!AP2,"[['AG', '!LFY'], ['EMF1', 'TFL1'], ['TFL1', '!LFY'], ['!AP1', '!LFY']]","[0.881, 0.796, 0.793, 0.799]",0.00027
./input/networks/large11SCC/25980672.bnet,Bcl_2_K,[['!UVB']],[0.0],0.05329
./input/networks/large11SCC/25980672.bnet,!Bcl_2_K,[[]],NA,0.05043
./input/networks/large11SCC/25980672.bnet,Bcl_2_M,[[]],NA,0.05191
./input/networks/large11SCC/25980672.bnet,!Bcl_2_M,[['!UVB']],[0.0],0.04854
./input/networks/large11SCC/25980672.bnet,JNK_K,[[]],NA,0.06171
./input/networks/large11SCC/25980672.bnet,!JNK_K,[['!UVB']],[0.0],0.04703
./input/networks/large11SCC/25980672.bnet,EGFR_K,[[]],NA,0.05023
./input/networks/large11SCC/25980672.bnet,!EGFR_K,[['!UVB']],[0.0],0.04876
./input/networks/large11SCC/26564978.bnet,P15,[['LIGHT']],[0.0],1.01359
./input/networks/large11SCC/26564978.bnet,!P15,[[]],NA,1.05259
./input/networks/large11SCC/26564978.bnet,CDK_4,[['LIGHT']],[0.0],1.07991
./input/networks/large11SCC/26564978.bnet,!CDK_4,[[]],NA,1.09069
./input/networks/large11SCC/26564978.bnet,P53,"[['CD2', '!MKP'], ['COT', '!MKP'], ['ERK1_2', '!MKP'], ['FYN', '!MKP'], ['GAB1', '!MKP'], ['GRB2_SOS', '!MKP'], ['ITK', '!MKP'], ['JAK', '!MKP'], ['JAK2', '!MKP'], ['LAT', '!MKP'], ['LAT_GRB2_SOS1', '!MKP'], ['LCK', '!MKP'], ['MEK1_2', '!MKP'], ['NFKB', '!MKP'], ['NIK', '!MKP'], ['NUC_NFKB', '!MKP'], ['P21RAS', '!MKP'], ['PAG_CSK', '!MKP'], ['PAK', '!MKP'], ['PI3K', '!MKP'], ['PIP2', '!MKP'], ['PKC', '!MKP'], ['PLC_GAMMA', '!MKP'], ['RAF', '!MKP'], ['RAF1', '!MKP'], ['RAS', '!MKP'], ['RAS_GRP', '!MKP'], ['RIP1', '!MKP'], ['SHC', '!MKP'], ['SHP2', '!MKP'], ['TRADD', '!MKP'], ['TRAF2', '!MKP'], ['TRAF5', '!MKP'], ['ZAP70', '!MKP'], ['GRB2', '!MKP'], ['B7_2', '!MKP'], ['B7_1', '!MKP'], ['CD45', '!MKP'], ['LIGHT', '!MKP'], ['!C3G', '!MKP'], ['!CRK_L', '!MKP'], ['!LCK', '!MKP'], ['!PAG_CSK', '!MKP'], ['!RAP1', '!MKP'], ['!RAS_GAP', '!MKP'], ['!SHP2', '!MKP'], ['!SOCS3', '!MKP'], ['!TRAF1', '!MKP'], ['!TYK2', '!MKP'], ['!PAG', '!MKP'], ['!MKP', '!IFNAR1_R2'], ['!MKP', '!CSK']]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.08423
./input/networks/large11SCC/26564978.bnet,!P53,[['MKP']],[1.0],1.03654
./input/networks/large11SCC/26564978.bnet,STAT3,"[['CD2'], ['COT'], ['ERK1_2'], ['FYN'], ['GAB1'], ['GRB2_SOS'], ['ITK'], ['JAK'], ['LAT'], ['LCK'], ['NFKB'], ['NIK'], ['NUC_NFKB'], ['PAG_CSK'], ['PAK'], ['PI3K'], ['PIP2'], ['PKC'], ['PLC_GAMMA'], ['RAS'], ['RAS_GRP'], ['RIP1'], ['SHC'], ['SHP2'], ['TRADD'], ['TRAF2'], ['TRAF5'], ['ZAP70'], ['GRB2'], ['B7_2'], ['B7_1'], ['CD45'], ['LIGHT'], ['!C3G'], ['!CRK_L'], ['!LCK'], ['!PAG_CSK'], ['!RAP1'], ['!RAS_GAP'], ['!SOCS3'], ['!TRAF1'], ['!TYK2'], ['!PAG'], ['!IFNAR1_R2'], ['!CSK']]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.03206
./input/networks/large11SCC/26564978.bnet,!STAT3,[[]],NA,1.13338
./input/networks/large11SCC/26660865.bnet,IL6_DELTA4_T,[['!FACTOR14']],[0.0],3.50226
./input/networks/large11SCC/26660865.bnet,!IL6_DELTA4_T,"[['MKP_T', 'FACTOR14'], ['FACTOR14', '!FACTOR15']]","[0.0, 0.0]",3.66203
