Network,Target,Controllers,Errors,Minutes
./input/networks/large/23658556_model_10.bnet,JKD,[[]],NA,0.00024
./input/networks/large/23658556_model_10.bnet,!JKD,"[['PHB', '!SHR'], ['PHB', '!SCR'], ['PHB', '!SYS'], ['WOX5', 'CLE'], ['WOX5', 'CYA'], ['WOX5', '!SHR'], ['WOX5', '!SCR'], ['WOX5', '!SYS'], ['CLE', '!JKD'], ['CLE', '!MGP'], ['CYA', '!JKD'], ['CYA', '!MGP'], ['!SHR', '!JKD'], ['!SHR', '!MGP'], ['!SCR', '!JKD'], ['!SCR', '!MGP'], ['!JKD', '!SYS'], ['!MGP', '!SYS']]","[0.3415, 0.5065, 0.458, 0.3545, 0.2525, 0.2275, 0.366, 0.3505, 0.278, 0.371, 0.2405, 0.2865, 0.182, 0.2695, 0.2835, 0.3795, 0.198, 0.343]",0.00024
./input/networks/large/23658556_model_10.bnet,Auxin,"[['miRNA165', 'Auxin'], ['Auxin', 'CLE'], ['Auxin', 'SYS'], ['Auxin', 'CYA'], ['Auxin', '!SHR']]","[0.493, 0.6639999999999999, 0.634, 0.5920000000000001, 0.6759999999999999]",0.00033
./input/networks/large/23658556_model_10.bnet,!Auxin,"[['PHB'], ['!Auxin']]","[0.0, 0.0]",0.00024
./input/networks/large/23935937.bnet,CMYC,[[]],NA,0.04433
./input/networks/large/23935937.bnet,!CMYC,"[['PKA_A'], ['GSK3'], ['CKI_A'], ['BTRCP'], ['SUFU'], ['NUC_SUFU'], ['NUMB'], ['ITCH'], ['!NUC_STK36'], ['!DYRK1']]","[0.0115, 0.0105, 0.013, 0.0245, 0.025, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0331
./input/networks/large/23935937.bnet,EMT,[[]],NA,0.03599
./input/networks/large/23935937.bnet,!EMT,"[['PKA_A'], ['GSK3'], ['CKI_A'], ['BTRCP'], ['SUFU'], ['NUC_SUFU'], ['NUMB'], ['ITCH'], ['!NUC_STK36'], ['!DYRK1']]","[0.0185, 0.0145, 0.023, 0.0155, 0.02, 0.0, 0.0, 0.0, 0.0, 0.0]",0.04028
./input/networks/large/23935937.bnet,NOTCH_SIGNAL,[[]],NA,0.03705
./input/networks/large/23935937.bnet,!NOTCH_SIGNAL,"[['PKA_A'], ['GSK3'], ['CKI_A'], ['BTRCP'], ['SUFU'], ['NUC_SUFU'], ['NUMB'], ['ITCH'], ['!NUC_STK36'], ['!DYRK1']]","[0.014, 0.0185, 0.0145, 0.018, 0.015, 0.0, 0.0, 0.0, 0.0, 0.0]",0.03956
./input/networks/large/23935937.bnet,WNT_SIGNAL,[[]],NA,0.03817
./input/networks/large/23935937.bnet,!WNT_SIGNAL,"[['PKA_A'], ['GSK3'], ['CKI_A'], ['BTRCP'], ['SUFU'], ['NUC_SUFU'], ['NUMB'], ['ITCH'], ['!NUC_STK36'], ['!DYRK1']]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.04037
./input/networks/large/25063553_OR_OR.bnet,pfk2,[[]],NA,0.02934
./input/networks/large/25063553_OR_OR.bnet,!pfk2,[['!x5p']],[0.0],0.03043
./input/networks/large/25063553_OR_OR.bnet,lgk,"[['basal_act', '!gcg']]",[0.0],0.04107
./input/networks/large/25063553_OR_OR.bnet,!lgk,[[]],NA,0.03063
./input/networks/large/25063553_OR_OR.bnet,pepck_c,[[]],NA,0.03589
./input/networks/large/25063553_OR_OR.bnet,!pepck_c,"[['!ins', '!gcg']]",[0.0],0.0337
./input/networks/large/25063553_OR_OR.bnet,fbp2,[[]],NA,0.03486
./input/networks/large/25063553_OR_OR.bnet,!fbp2,"[['x5p'], ['!gcg']]","[0.0, 0.0]",0.02912
./input/networks/large/25189528.bnet,NOTCH,"[['AKT'], ['b_catenin_nuc'], ['CD44'], ['CDC42'], ['c_fos'], ['cMet'], ['Csn'], ['DSH'], ['EGFR'], ['EGR1'], ['ERK'], ['FGFR'], ['Frizzled'], ['FUS'], ['GLI'], ['HIF1a'], ['IGF1R'], ['IKKa'], ['ILK'], ['LIV1'], ['MEK'], ['NFkB'], ['PAK1'], ['PDGFR'], ['PI3K'], ['RAF'], ['RAS'], ['SHH'], ['SMAD'], ['SMO'], ['SNAI1'], ['SOS_GRB2'], ['SRC'], ['STAT'], ['TCF_LEF'], ['TGFb'], ['TGFbR'], ['TWIST1'], ['Wnt'], ['CHD1L'], ['HGF'], ['EGF'], ['FGF'], ['Goosecoid'], ['Hypoxia'], ['IGF1'], ['PDGF'], ['!bTrCP'], ['!GSK3b'], ['!Patched'], ['!RKIP'], ['!SUFU']]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.07877
./input/networks/large/25189528.bnet,!NOTCH,[[]],NA,0.07509
./input/networks/large/25189528.bnet,cMet,"[['AKT'], ['b_catenin_nuc'], ['CD44'], ['CDC42'], ['c_fos'], ['cMet'], ['Csn'], ['DSH'], ['EGFR'], ['EGR1'], ['ERK'], ['FGFR'], ['Frizzled'], ['FUS'], ['GLI'], ['HIF1a'], ['IGF1R'], ['IKKa'], ['ILK'], ['LIV1'], ['MEK'], ['NFkB'], ['PAK1'], ['PDGFR'], ['PI3K'], ['RAF'], ['RAS'], ['SHH'], ['SMAD'], ['SMO'], ['SNAI1'], ['SOS_GRB2'], ['SRC'], ['STAT'], ['TCF_LEF'], ['TGFb'], ['TGFbR'], ['TWIST1'], ['Wnt'], ['CHD1L'], ['HGF'], ['EGF'], ['FGF'], ['Goosecoid'], ['Hypoxia'], ['IGF1'], ['PDGF'], ['!bTrCP'], ['!GSK3b'], ['!Patched'], ['!RKIP'], ['!SUFU']]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.07906
./input/networks/large/25189528.bnet,!cMet,[[]],NA,0.08524
./input/networks/large/25189528.bnet,EGFR,[['EGF']],[0.0],0.07979
./input/networks/large/25189528.bnet,!EGFR,[['!EGF']],[0.0],0.08202
./input/networks/large/25189528.bnet,SNAI2,"[['AKT'], ['b_catenin_nuc'], ['CD44'], ['CDC42'], ['c_fos'], ['cMet'], ['Csn'], ['DSH'], ['EGFR'], ['EGR1'], ['ERK'], ['FGFR'], ['Frizzled'], ['FUS'], ['GLI'], ['HIF1a'], ['IGF1R'], ['IKKa'], ['ILK'], ['LIV1'], ['MEK'], ['NFkB'], ['PAK1'], ['PDGFR'], ['PI3K'], ['RAF'], ['RAS'], ['SHH'], ['SNAI2'], ['SMAD'], ['SMO'], ['SNAI1'], ['SOS_GRB2'], ['SRC'], ['STAT'], ['TCF_LEF'], ['TGFb'], ['TGFbR'], ['TWIST1'], ['Wnt'], ['CHD1L'], ['HGF'], ['EGF'], ['FGF'], ['Goosecoid'], ['Hypoxia'], ['IGF1'], ['PDGF'], ['!bTrCP'], ['!GSK3b'], ['!Patched'], ['!RKIP'], ['!SUFU']]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.07872
./input/networks/large/25189528.bnet,!SNAI2,[[]],NA,0.07661
./input/networks/large/25780058.bnet,ROCK,[[]],NA,0.03555
./input/networks/large/25780058.bnet,!ROCK,"[['CSK', '!EGF'], ['!Src', '!EGF'], ['!FAK', '!EGF']]","[0.0545, 0.079, 0.1095]",0.03382
./input/networks/large/25780058.bnet,PTP_EGFR,[[]],NA,0.03296
./input/networks/large/25780058.bnet,!PTP_EGFR,[['!EGF']],[0.0],0.0457
./input/networks/large/25780058.bnet,Raf,[[]],NA,0.04253
./input/networks/large/25780058.bnet,!Raf,[['!EGF']],[0.0],0.04324
./input/networks/large/25780058.bnet,p190RhoGEF,[[]],NA,0.03708
./input/networks/large/25780058.bnet,!p190RhoGEF,"[['CSK', '!EGF'], ['!Src', '!EGF'], ['!FAK', '!EGF']]","[0.049, 0.0735, 0.1005]",0.03772
./input/networks/large/25967891.bnet,FUL,"[['AG', 'AP1'], ['AG', 'LFY'], ['AG', '!EMF1'], ['AG', '!TFL1'], ['AP1', 'WUS'], ['AP1', '!AP2'], ['LFY', 'TFL1'], ['LFY', 'WUS'], ['LFY', '!AP1'], ['LFY', '!AP2'], ['TFL1', '!EMF1'], ['WUS', '!EMF1'], ['WUS', '!TFL1'], ['!AP1', '!EMF1'], ['!AP1', '!TFL1'], ['!AP2', '!EMF1'], ['!AP2', '!TFL1']]","[0.23199999999999998, 0.0, 0.277, 0.21299999999999997, 0.06699999999999995, 0.20899999999999996, 0.0, 0.0, 0.05800000000000005, 0.06899999999999995, 0.32099999999999995, 0.08399999999999996, 0.061000000000000054, 0.22999999999999998, 0.134, 0.17000000000000004, 0.136]",0.00025
./input/networks/large/25967891.bnet,!FUL,"[['AG', '!LFY'], ['EMF1', 'TFL1'], ['TFL1', '!LFY'], ['!AP1', '!LFY']]","[0.47, 0.756, 0.446, 0.562]",0.00024
./input/networks/large/25967891.bnet,TFL1,"[['AG', '!LFY'], ['EMF1', 'TFL1'], ['TFL1', '!LFY'], ['!AP1', '!LFY']]","[0.882, 0.8140000000000001, 0.79, 0.787]",0.00024
./input/networks/large/25967891.bnet,!TFL1,"[['AP1'], ['LFY'], ['!EMF1'], ['!TFL1']]","[0.0, 0.0, 0.0, 0.0]",0.00021
./input/networks/large/25967891.bnet,FT,"[['AP1'], ['LFY'], ['!EMF1'], ['!TFL1']]","[0.0, 0.0, 0.0, 0.0]",0.00029
./input/networks/large/25967891.bnet,!FT,"[['AG', '!LFY'], ['EMF1', 'TFL1'], ['TFL1', '!LFY'], ['!AP1', '!LFY']]","[0.877, 0.805, 0.799, 0.803]",0.00023
./input/networks/large/25967891.bnet,AP2,"[['AP1'], ['LFY'], ['!EMF1'], ['!TFL1']]","[0.0, 0.0, 0.0, 0.0]",0.00021
./input/networks/large/25967891.bnet,!AP2,"[['AG', '!LFY'], ['EMF1', 'TFL1'], ['TFL1', '!LFY'], ['!AP1', '!LFY']]","[0.876, 0.788, 0.791, 0.809]",0.00023
./input/networks/large/25980672.bnet,Bcl_2_K,[['!UVB']],[0.0],0.05382
./input/networks/large/25980672.bnet,!Bcl_2_K,[[]],NA,0.05583
./input/networks/large/25980672.bnet,Bcl_2_M,[[]],NA,0.04629
./input/networks/large/25980672.bnet,!Bcl_2_M,[['!UVB']],[0.0],0.05592
./input/networks/large/25980672.bnet,JNK_K,[[]],NA,0.05979
./input/networks/large/25980672.bnet,!JNK_K,[['!UVB']],[0.0],0.04392
./input/networks/large/25980672.bnet,EGFR_K,[[]],NA,0.05331
./input/networks/large/25980672.bnet,!EGFR_K,[['!UVB']],[0.0],0.04877
./input/networks/large/26564978.bnet,P15,[['LIGHT']],[0.029973000000000027],0.75937
./input/networks/large/26564978.bnet,!P15,[[]],NA,0.7705
./input/networks/large/26564978.bnet,CDK_4,[['LIGHT']],[0.03146099999999996],0.77358
./input/networks/large/26564978.bnet,!CDK_4,[[]],NA,0.80126
./input/networks/large/26564978.bnet,P53,"[['CD2', '!MKP'], ['COT', '!MKP'], ['ERK1_2', '!MKP'], ['FYN', '!MKP'], ['GAB1', '!MKP'], ['GRB2_SOS', '!MKP'], ['GSK3_BETA', '!MKP'], ['IFN_GAMMA', '!MKP'], ['ITK', '!MKP'], ['JAK', '!MKP'], ['JAK2', '!MKP'], ['LAT', '!MKP'], ['LAT_GRB2_SOS1', '!MKP'], ['LCK', '!MKP'], ['MEK1_2', '!MKP'], ['NFKB', '!MKP'], ['NIK', '!MKP'], ['NUC_NFKB', '!MKP'], ['P21RAS', '!MKP'], ['PAG_CSK', '!MKP'], ['PAK', '!MKP'], ['PI3K', '!MKP'], ['PIP2', '!MKP'], ['PKC', '!MKP'], ['PLC_GAMMA', '!MKP'], ['RAF', '!MKP'], ['RAF1', '!MKP'], ['RAS', '!MKP'], ['RAS_GRP', '!MKP'], ['RIP1', '!MKP'], ['SHC', '!MKP'], ['SHP2', '!MKP'], ['TRADD', '!MKP'], ['TRAF2', '!MKP'], ['TRAF5', '!MKP'], ['ZAP70', '!MKP'], ['CD28', '!MKP'], ['GRB2', '!MKP'], ['CD45', '!MKP'], ['LIGHT', '!MKP'], ['!AKT', '!MKP'], ['!AP1', '!MKP'], ['!C3G', '!MKP'], ['!CRK_L', '!MKP'], ['!LCK', '!MKP'], ['!PAG_CSK', '!MKP'], ['!RAP1', '!MKP'], ['!RAS_GAP', '!MKP'], ['!SHP2', '!MKP'], ['!SOCS3', '!MKP'], ['!TNF_ALPHA', '!MKP'], ['!TRAF1', '!MKP'], ['!TYK2', '!MKP'], ['!PAG', '!MKP'], ['!MKP', '!IFNAR1_R2'], ['!MKP', '!CSK']]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.7534
./input/networks/large/26564978.bnet,!P53,[['MKP']],[0.0],0.7698
./input/networks/large/26564978.bnet,STAT3,"[['CD2'], ['COT'], ['ERK1_2'], ['FYN'], ['GAB1'], ['GRB2_SOS'], ['GSK3_BETA'], ['IFN_GAMMA'], ['ITK'], ['JAK'], ['LAT'], ['LCK'], ['NFKB'], ['NIK'], ['NUC_NFKB'], ['PAG_CSK'], ['PAK'], ['PI3K'], ['PIP2'], ['PKC'], ['PLC_GAMMA'], ['RAS'], ['RAS_GRP'], ['RIP1'], ['SHC'], ['SHP2'], ['TRADD'], ['TRAF2'], ['TRAF5'], ['ZAP70'], ['CD28'], ['GRB2'], ['CD45'], ['LIGHT'], ['!AKT'], ['!AP1'], ['!C3G'], ['!CRK_L'], ['!LCK'], ['!PAG_CSK'], ['!RAP1'], ['!RAS_GAP'], ['!SOCS3'], ['!TNF_ALPHA'], ['!TRAF1'], ['!TYK2'], ['!PAG'], ['!IFNAR1_R2'], ['!CSK']]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.75129
./input/networks/large/26564978.bnet,!STAT3,[[]],NA,0.78221
./input/networks/large/26660865.bnet,IL6_DELTA4_T,[['!FACTOR14']],[0.0],3.07616
./input/networks/large/26660865.bnet,!IL6_DELTA4_T,"[['MKP_T', 'FACTOR14'], ['FACTOR14', '!FACTOR15']]","[0.0, 0.0]",3.1461
./input/networks/large/26660865.bnet,CYCLIN_E_T,"[['AKT_T'], ['BCL10_T'], ['CARMA1_T'], ['CD2_T'], ['CDC42_plus_RAC_T'], ['COT_T'], ['DAG_T'], ['ERK1_2_T'], ['FYN_T'], ['GAB1_T'], ['GLK_T'], ['GRB2_T'], ['GRB2_plus_SOS_T'], ['GRB7_T'], ['IFN_BETA'], ['IKK_ALPHA_T'], ['IKK_BETA_T'], ['ITK_T'], ['JAK1_T'], ['LAT_T'], ['LCK_T'], ['NFKB_T'], ['NIK_T'], ['NUC_NFKB_T'], ['PAG_plus_CSK_T'], ['PAK_T'], ['PDK1_T'], ['PI3K_T'], ['PIP2_T'], ['PIP3_T'], ['PKC_T'], ['PKC_THETA_T'], ['PLC_GAMMA_T'], ['RAS_GRP_T'], ['RAS_T'], ['RIP1_T'], ['SHC_T'], ['SHP2_T'], ['TRAF2_T'], ['TRAF5_T'], ['ZAP70_T'], ['TLR3'], ['CD45_T'], ['PTEN_T'], ['!C3G_T'], ['!CRKL_T'], ['!IFN_BETA'], ['!IRF3'], ['!LCK_T'], ['!PAG_T'], ['!PAG_plus_CSK_T'], ['!RAP1_T'], ['!RAS_GAP_T'], ['!SOCS3_T'], ['!TRIF'], ['!TYK2_T'], ['!CSK_T']]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",3.12619
./input/networks/large/26660865.bnet,!CYCLIN_E_T,[[]],NA,3.19501
./input/networks/large/26660865.bnet,STAT1_T,"[['AKT_T'], ['BCL10_T'], ['CARMA1_T'], ['CD2_T'], ['CDC42_plus_RAC_T'], ['COT_T'], ['DAG_T'], ['ERK1_2_T'], ['FYN_T'], ['GAB1_T'], ['GLK_T'], ['GRB2_T'], ['GRB2_plus_SOS_T'], ['GRB7_T'], ['IFN_BETA'], ['IKK_ALPHA_T'], ['IKK_BETA_T'], ['ITK_T'], ['JAK1_T'], ['LAT_T'], ['LCK_T'], ['NFKB_T'], ['NIK_T'], ['NUC_NFKB_T'], ['PAG_plus_CSK_T'], ['PAK_T'], ['PDK1_T'], ['PI3K_T'], ['PIP2_T'], ['PIP3_T'], ['PKC_T'], ['PKC_THETA_T'], ['PLC_GAMMA_T'], ['RAS_GRP_T'], ['RAS_T'], ['RIP1_T'], ['SHC_T'], ['SHP2_T'], ['TRAF2_T'], ['TRAF5_T'], ['ZAP70_T'], ['TLR3'], ['CD45_T'], ['PTEN_T'], ['!C3G_T'], ['!CRKL_T'], ['!IFN_BETA'], ['!IRF3'], ['!LCK_T'], ['!PAG_T'], ['!PAG_plus_CSK_T'], ['!RAP1_T'], ['!RAS_GAP_T'], ['!SOCS3_T'], ['!TRIF'], ['!TYK2_T'], ['!CSK_T']]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",3.20396
./input/networks/large/26660865.bnet,!STAT1_T,[[]],NA,3.19967
./input/networks/large/26660865.bnet,PDGF_T,"[['!FACTOR2'], ['!FACTOR1']]","[0.0, 0.0]",3.11027
./input/networks/large/26660865.bnet,!PDGF_T,[[]],NA,3.18461
./input/networks/large/27138333.bnet,P90rsk,"[['Pten', 'Pdk1'], ['Pdk1', 'Pp2a'], ['Pdk1', 'Rap1A'], ['Pdk1', '!Pip2'], ['Pdk1', '!Mtor']]","[0.0, 0.0, 0.0, 0.0, 0.0]",0.01858
./input/networks/large/27138333.bnet,!P90rsk,[['!Pdk1']],[0.0],0.01992
./input/networks/large/27138333.bnet,Rap1a,"[['EGF', '!p90rsk']]",[0.0],0.0154
./input/networks/large/27138333.bnet,!Rap1a,[['!EGF']],[0.0],0.01813
./input/networks/large/27138333.bnet,Pip3,[[]],NA,0.01917
./input/networks/large/27138333.bnet,!Pip3,"[['Ship2'], ['Pten'], ['!Pip2']]","[0.0, 0.0, 0.0]",0.0172
./input/networks/large/27138333.bnet,RalbP1,[['Rap1A']],[0.0],0.01826
./input/networks/large/27138333.bnet,!RalbP1,[['!Rap1A']],[0.0],0.01573
./input/networks/large/27464342_curated_model.bnet,p90Rsk_il,[['IRS1_2']],[0.0],0.19323
./input/networks/large/27464342_curated_model.bnet,!p90Rsk_il,"[['SIGIRR', '!IRS1_2'], ['ST2', '!IRS1_2'], ['!hk', '!IRS1_2'], ['!LPS', '!IRS1_2']]","[0.0, 0.0, 0.0, 0.0]",0.20572
./input/networks/large/27464342_curated_model.bnet,IL6_syn,[[]],NA,0.21963
./input/networks/large/27464342_curated_model.bnet,!IL6_syn,"[['SIGIRR'], ['ST2'], ['!hk'], ['!LPS']]","[0.0, 0.0, 0.0, 0.0]",0.19328
./input/networks/large/27464342_curated_model.bnet,Ccl5_Stat1,[[]],NA,0.20116
./input/networks/large/27464342_curated_model.bnet,!Ccl5_Stat1,"[['!hk'], ['!LPS']]","[0.0, 0.0]",0.20461
./input/networks/large/27464342_curated_model.bnet,PKC,[['IRS1_2']],[0.0],0.19688
./input/networks/large/27464342_curated_model.bnet,!PKC,"[['SIGIRR', '!IRS1_2'], ['ST2', '!IRS1_2'], ['!hk', '!IRS1_2'], ['!LPS', '!IRS1_2']]","[0.0, 0.0, 0.0, 0.0]",0.19693
./input/networks/large/27613445.bnet,G1_S,[[]],NA,0.00079
./input/networks/large/27613445.bnet,!G1_S,"[['p21'], ['AMPK'], ['TSC'], ['RB1'], ['!mTORC1_S6K1'], ['!CDK2'], ['!E2F1'], ['!GF']]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.00077
./input/networks/large/27613445.bnet,Senescence,[[]],NA,0.00106
./input/networks/large/27613445.bnet,!Senescence,[[]],NA,0.00102
./input/networks/large/27613445.bnet,IRS_PIK3CA,[['Insulin']],[0.0],0.00079
./input/networks/large/27613445.bnet,!IRS_PIK3CA,[['!Insulin']],[0.0],0.00078
./input/networks/large/27613445.bnet,p21,[[]],NA,0.001
./input/networks/large/27613445.bnet,!p21,[[]],NA,0.00103
./input/networks/large/28187161.bnet,HB8,[[]],NA,0.00126
./input/networks/large/28187161.bnet,!HB8,[['!BR']],[0.0],0.00088
./input/networks/large/28187161.bnet,WOX4,[[]],NA,0.00088
./input/networks/large/28187161.bnet,!WOX4,"[['!ETHL', '!TDIF']]",[0.0],0.00064
./input/networks/large/28187161.bnet,DELLA,"[['!GA', '!IAA0']]",[0.0],0.00062
./input/networks/large/28187161.bnet,!DELLA,[['GA']],[0.0],0.00088
./input/networks/large/28187161.bnet,BZR1,[[]],NA,0.00072
./input/networks/large/28187161.bnet,!BZR1,[['!BR']],[0.0],0.00066
./input/networks/large/28381275.bnet,CyclinE,[[]],NA,0.02566
./input/networks/large/28381275.bnet,!CyclinE,[['DNAdamage']],[0.0],0.01908
./input/networks/large/28381275.bnet,Wnt,[[]],NA,0.01646
./input/networks/large/28381275.bnet,!Wnt,"[['DNAdamage', '!EGF']]",[0.0],0.02097
./input/networks/large/28381275.bnet,ERK,[[]],NA,0.02295
