Network,Target,Controllers,Errors,Minutes
./input/networks/large/23935937.bnet,NOTCH_SIGNAL,[['0']],NA,0.03392
./input/networks/large/23935937.bnet,!NOTCH_SIGNAL,"[['!DYRK1'], ['!NUC_STK36'], ['ITCH'], ['NUC_SUFU'], ['NUMB']]","[0.0, 0.0, 0.0, 0.0, 0.0]",0.03525
./input/networks/large/23935937.bnet,WNT_SIGNAL,[['0']],NA,0.02993
./input/networks/large/23935937.bnet,!WNT_SIGNAL,[['1']],[0.0],0.02978
./input/networks/large/25063553_OR_OR.bnet,pfk2,"[['!gcg', 'basal_exp', 'g6p', 'x5p']]",[0.0],0.05396
./input/networks/large/25063553_OR_OR.bnet,!pfk2,"[['!x5p'], ['gcg']]","[0.0, 0.0]",0.15419
./input/networks/large/25063553_OR_OR.bnet,lgk,[['0']],NA,0.10887
./input/networks/large/25063553_OR_OR.bnet,!lgk,[['0']],NA,0.96888
./input/networks/large/25063553_OR_OR.bnet,pepck_c,[['0']],NA,0.20233
./input/networks/large/25063553_OR_OR.bnet,!pepck_c,[['0']],NA,0.21042
./input/networks/large/25063553_OR_OR.bnet,fbp2,[['0']],NA,0.68562
./input/networks/large/25063553_OR_OR.bnet,!fbp2,"[['!gcg'], ['x5p']]","[0.0, 0.0]",0.08547
./input/networks/large/25189528.bnet,NOTCH,[['1']],[0.0],0.02076
./input/networks/large/25189528.bnet,!NOTCH,[['0']],NA,0.02272
./input/networks/large/25189528.bnet,cMet,[['1']],[0.0],0.26894
./input/networks/large/25189528.bnet,!cMet,[['0']],NA,0.19997
./input/networks/large/25189528.bnet,EGFR,[['EGF']],[0.0],0.00563
./input/networks/large/25189528.bnet,!EGFR,[['!EGF']],[0.0],0.00584
./input/networks/large/25189528.bnet,SNAI2,[['1']],[0.0],0.00976
./input/networks/large/25189528.bnet,!SNAI2,[['0']],NA,0.01241
./input/networks/large/25780058.bnet,ROCK,[['0']],NA,2.87889
./input/networks/large/25780058.bnet,!ROCK,[['!EGF']],[0.079],1.56689
./input/networks/large/25780058.bnet,PTP_EGFR,[['0']],NA,2.61523
./input/networks/large/25780058.bnet,!PTP_EGFR,[['0']],NA,1.8503
./input/networks/large/25780058.bnet,Raf,[['0']],NA,0.8632
./input/networks/large/25780058.bnet,!Raf,[['0']],NA,1.13284
./input/networks/large/25780058.bnet,p190RhoGEF,[['0']],NA,1.49621
./input/networks/large/25780058.bnet,!p190RhoGEF,[['EGF']],[0.0],0.8153
./input/networks/large/25967891.bnet,FUL,"[['AG', 'LFY'], ['LFY', 'TFL1']]","[0.0, 0.0]",0.01639
./input/networks/large/25967891.bnet,!FUL,"[['!EMF1', '!LFY', '!WUS', 'AP2'], ['!EMF1', '!LFY', '!WUS', 'TFL1']]","[0.0, 0.0]",0.01876
./input/networks/large/25967891.bnet,TFL1,"[['!AP1', '!FT', '!LFY', 'EMF1', 'TFL1'], ['!AP1', '!LFY', 'AG', 'EMF1', 'TFL1']]","[0.0, 0.0]",0.00593
./input/networks/large/25967891.bnet,!TFL1,"[['!EMF1'], ['!TFL1'], ['AP1'], ['LFY']]","[0.0, 0.0, 0.0, 0.0]",0.00491
./input/networks/large/25967891.bnet,FT,"[['!EMF1'], ['!TFL1'], ['AP1'], ['LFY']]","[0.0, 0.0, 0.0, 0.0]",0.00514
./input/networks/large/25967891.bnet,!FT,"[['!AP1', '!FT', '!LFY', 'EMF1', 'TFL1'], ['!AP1', '!LFY', 'AG', 'EMF1', 'TFL1']]","[0.0, 0.0]",0.00631
./input/networks/large/25967891.bnet,AP2,"[['!EMF1'], ['!TFL1'], ['AP1'], ['LFY']]","[0.0, 0.0, 0.0, 0.0]",0.005
./input/networks/large/25967891.bnet,!AP2,"[['!AP1', '!FT', '!LFY', 'EMF1', 'TFL1'], ['!AP1', '!LFY', 'AG', 'EMF1', 'TFL1']]","[0.0, 0.0]",0.00594
./input/networks/large/25980672.bnet,Bcl_2_K,[['0']],NA,0.55148
./input/networks/large/25980672.bnet,!Bcl_2_K,[['0']],NA,0.70812
./input/networks/large/25980672.bnet,Bcl_2_M,[['0']],NA,0.70401
./input/networks/large/25980672.bnet,!Bcl_2_M,[['0']],NA,0.53083
./input/networks/large/25980672.bnet,JNK_K,[['0']],NA,0.61307
./input/networks/large/25980672.bnet,!JNK_K,[['!UVB']],[0.0],0.52309
./input/networks/large/25980672.bnet,EGFR_K,[['0']],NA,0.72185
./input/networks/large/25980672.bnet,!EGFR_K,[['!UVB']],[0.0],0.67747
./input/networks/large/26564978.bnet,P15,"[['!MKP'], ['OX40L']]","[0.0, 0.031970000000000054]",0.07619
./input/networks/large/26564978.bnet,!P15,[['0']],NA,0.1044
./input/networks/large/26564978.bnet,CDK_4,"[['!MKP'], ['LIGHT'], ['TNFR']]","[0.0, 0.03195300000000001, 0.01899699999999993]",0.07297
./input/networks/large/26564978.bnet,!CDK_4,[['0']],NA,0.13387
./input/networks/large/26564978.bnet,P53,[['!MKP']],[0.0],0.08173
./input/networks/large/26564978.bnet,!P53,[['MKP']],[0.0],0.07205
./input/networks/large/26564978.bnet,STAT3,[['1']],[0.0],0.03275
./input/networks/large/26564978.bnet,!STAT3,[['0']],NA,0.05477
./input/networks/large/26660865.bnet,IL6_DELTA4_T,[['!FACTOR14']],[0.0],0.1561
./input/networks/large/26660865.bnet,!IL6_DELTA4_T,"[['!FACTOR15', 'FACTOR14'], ['FACTOR14', 'MKP_T']]","[0.0, 0.0]",0.11304
./input/networks/large/26660865.bnet,CYCLIN_E_T,[['1']],[0.0],0.05645
./input/networks/large/26660865.bnet,!CYCLIN_E_T,[['0']],NA,0.06725
./input/networks/large/26660865.bnet,STAT1_T,[['1']],[0.0],0.05281
./input/networks/large/26660865.bnet,!STAT1_T,[['0']],NA,0.07165
./input/networks/large/26660865.bnet,PDGF_T,"[['!FACTOR1'], ['!FACTOR2'], ['!MKP_T']]","[0.0, 0.0, 0.0]",0.04758
./input/networks/large/26660865.bnet,!PDGF_T,"[['FACTOR1', 'FACTOR2', 'MKP_T']]",[0.0],0.05672
./input/networks/large/27138333.bnet,P90rsk,"[['!Mtor', 'Pdk1'], ['!Pip2', 'Pdk1'], ['Pdk1', 'Pp2a'], ['Pdk1', 'Pten']]","[0.0, 0.0, 0.0, 0.0]",0.05452
./input/networks/large/27138333.bnet,!P90rsk,[['!Pdk1']],[0.0],0.04456
./input/networks/large/27138333.bnet,Rap1a,"[['!p90rsk', 'EGF']]",[0.0],0.02943
./input/networks/large/27138333.bnet,!Rap1a,[['!EGF']],[0.0],0.03409
./input/networks/large/27138333.bnet,Pip3,"[['!Pten', '!Ship2', 'EGF', 'Pip2']]",[0.0],0.00454
./input/networks/large/27138333.bnet,!Pip3,"[['!Pip2'], ['Pten'], ['Ship2']]","[0.0, 0.0, 0.0]",0.00342
./input/networks/large/27138333.bnet,RalbP1,[['Rap1A']],[0.0],0.00165
./input/networks/large/27138333.bnet,!RalbP1,[['!Rap1A']],[0.0],0.00164
./input/networks/large/27464342_curated_model.bnet,p90Rsk_il,[['IRS1_2']],[0.0],0.00676
./input/networks/large/27464342_curated_model.bnet,!p90Rsk_il,"[['!IRS1_2', '!LPS'], ['!IRS1_2', '!hk'], ['!IRS1_2', 'SIGIRR'], ['!IRS1_2', 'ST2']]","[0.0, 0.0, 0.0, 0.0]",0.0083
./input/networks/large/27464342_curated_model.bnet,IL6_syn,[['0']],NA,0.09584
./input/networks/large/27464342_curated_model.bnet,!IL6_syn,[['1']],[0.0014410000000000002],0.03179
./input/networks/large/27464342_curated_model.bnet,Ccl5_Stat1,[['0']],NA,0.06708
./input/networks/large/27464342_curated_model.bnet,!Ccl5_Stat1,"[['!LPS'], ['!hk'], ['!hk_medium']]","[0.0, 0.0, 0.0010409999999999998]",0.05349
./input/networks/large/27464342_curated_model.bnet,PKC,[['IRS1_2']],[0.0],0.00675
./input/networks/large/27464342_curated_model.bnet,!PKC,"[['!IRS1_2', '!LPS'], ['!IRS1_2', '!hk'], ['!IRS1_2', 'SIGIRR'], ['!IRS1_2', 'ST2']]","[0.0, 0.0, 0.0, 0.0]",0.00823
./input/networks/large/27613445.bnet,G1_S,[['0']],NA,0.02352
./input/networks/large/27613445.bnet,!G1_S,[['1']],[0.001],0.01979
./input/networks/large/27613445.bnet,Senescence,[['0']],NA,2.70522
./input/networks/large/27613445.bnet,!Senescence,[['0']],NA,2.03234
./input/networks/large/27613445.bnet,IRS_PIK3CA,[['Insulin']],[0.0],0.00219
./input/networks/large/27613445.bnet,!IRS_PIK3CA,[['!Insulin']],[0.0],0.00218
./input/networks/large/27613445.bnet,p21,[['0']],NA,2.5445
./input/networks/large/27613445.bnet,!p21,[['0']],NA,2.19108
./input/networks/large/28187161.bnet,HB8,[['0']],NA,0.51883
./input/networks/large/28187161.bnet,!HB8,[['0']],NA,0.40568
./input/networks/large/28187161.bnet,WOX4,[['0']],NA,0.54704
./input/networks/large/28187161.bnet,!WOX4,"[['!ETHL', '!TDIF']]",[0.0],0.40666
./input/networks/large/28187161.bnet,DELLA,"[['!GA', '!IAA0']]",[0.0],0.55347
./input/networks/large/28187161.bnet,!DELLA,[['0']],NA,0.63836
./input/networks/large/28187161.bnet,BZR1,"[['!TDIF', 'BR', 'GA']]",[0.0],0.37593
./input/networks/large/28187161.bnet,!BZR1,[['!BR']],[0.0],0.27727
./input/networks/large/28381275.bnet,CyclinE,[['0']],NA,1.3271
./input/networks/large/28381275.bnet,!CyclinE,[['DNAdamage']],[0.0],0.75357
./input/networks/large/28381275.bnet,Wnt,"[['!DNAdamage', '!EGF']]",[0.09824999999999995],0.7773
./input/networks/large/28381275.bnet,!Wnt,"[['!EGF', 'DNAdamage']]",[0.0],0.65164
./input/networks/large/28381275.bnet,ERK,[['0']],NA,0.08014
./input/networks/large/28381275.bnet,!ERK,[['!EGF']],[0.0],0.07115
./input/networks/large/28381275.bnet,BRCA1,[['0']],NA,0.62187
./input/networks/large/28381275.bnet,!BRCA1,[['1']],[0.0],0.1786
./input/networks/large/28426669_ARF10_greater_ARF5.bnet,MGP,"[['!PHB', 'JKD', 'MIR166', 'SCR', 'SHR']]",[0.0],0.00211
./input/networks/large/28426669_ARF10_greater_ARF5.bnet,!MGP,"[['!JKD'], ['!MIR166'], ['!SCR'], ['!SHR'], ['PHB']]","[0.0, 0.0, 0.0, 0.0, 0.0]",0.00171
./input/networks/large/28426669_ARF10_greater_ARF5.bnet,CLE40,"[['!JKD', '!SHR'], ['!SCR', '!SHR']]","[0.0, 0.0]",0.00108
./input/networks/large/28426669_ARF10_greater_ARF5.bnet,!CLE40,[['SHR']],[0.0],0.00104
./input/networks/large/28426669_ARF10_greater_ARF5.bnet,MIR166,"[['!PHB', 'MIR166']]",[0.0],0.0013
./input/networks/large/28426669_ARF10_greater_ARF5.bnet,!MIR166,"[['!MIR166', '!SCR', 'PHB'], ['!MIR166', '!SHR', 'PHB']]","[0.0, 0.0]",0.00176
./input/networks/large/28426669_ARF10_greater_ARF5.bnet,PHB,"[['!MIR166', '!SCR', 'PHB'], ['!MIR166', '!SHR', 'PHB']]","[0.0, 0.0]",0.00184
./input/networks/large/28426669_ARF10_greater_ARF5.bnet,!PHB,"[['!PHB', 'MIR166']]",[0.0],0.00139
./input/networks/large/28455685.bnet,S6K1,[['1']],[0.0],0.00268
./input/networks/large/28455685.bnet,!S6K1,[['0']],NA,0.00326
./input/networks/large/28455685.bnet,Erk1_2,[['0']],NA,0.00312
./input/networks/large/28455685.bnet,!Erk1_2,[['1']],[0.0],0.00256
./input/networks/large/28455685.bnet,mTORC1,[['1']],[0.0],0.00261
./input/networks/large/28455685.bnet,!mTORC1,[['0']],NA,0.00322
./input/networks/large/28455685.bnet,PIP3,"[['!PTEN', 'EGFR']]",[0.0],0.01233
./input/networks/large/28455685.bnet,!PIP3,"[['!EGFR'], ['PTEN']]","[0.0, 0.0]",0.01674
./input/networks/large/29186334.bnet,mmcp6,"[['!cebpa', 'gata1'], ['!cebpa', 'gata2'], ['!cebpa', 'jak2'], ['!cebpa', 'stat5'], ['ckit', 'gata1'], ['ckit', 'gata2'], ['ckit', 'jak2'], ['ckit', 'stat5'], ['gata1', 'mitf'], ['gata2', 'mitf'], ['jak2', 'mitf'], ['mitf', 'stat5']]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.07575
./input/networks/large/29186334.bnet,!mmcp6,"[['!ckit', '!mitf', 'cebpa']]",[0.0],0.06458
./input/networks/large/29186334.bnet,ccr3,"[['!ckit', '!mitf', 'cebpa', 'gata1', 'pu1'], ['!ckit', '!mitf', 'cebpa', 'gata1', 'runx1']]","[0.0, 0.0]",0.00563
./input/networks/large/29186334.bnet,!ccr3,"[['!cebpa'], ['!gata1'], ['ckit'], ['mitf']]","[0.0, 0.0, 0.0, 0.0]",0.0047
./input/networks/large/29186334.bnet,mccpa,"[['!cebpa', 'gata1'], ['!cebpa', 'gata2'], ['!cebpa', 'jak2'], ['!cebpa', 'stat5'], ['ckit', 'gata1'], ['ckit', 'gata2'], ['ckit', 'jak2'], ['ckit', 'stat5'], ['gata1', 'mitf'], ['gata2', 'mitf'], ['jak2', 'mitf'], ['mitf', 'stat5']]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.09976
./input/networks/large/29186334.bnet,!mccpa,"[['!ckit', '!mitf', 'cebpa']]",[0.0],0.06
./input/networks/large/29186334.bnet,fceRIb,[['gata1']],[0.0],0.00386
./input/networks/large/29186334.bnet,!fceRIb,[['!gata1']],[0.0],0.00382
./input/networks/large/29230182.bnet,CDC42,"[['WNT11'], ['WNT5a']]","[0.0, 0.0]",0.00953
./input/networks/large/29230182.bnet,!CDC42,"[['!WNT11', '!WNT5a', '!WNT7a'], ['!WNT11', '!WNT5a', 'DKK1'], ['!WNT11', '!WNT5a', 'sFRP1']]","[0.0, 0.0, 0.0]",0.01059
./input/networks/large/29230182.bnet,Axin2,[['0']],NA,0.11122
./input/networks/large/29230182.bnet,!Axin2,[['BTrCP']],[0.0],0.07232
./input/networks/large/29230182.bnet,CyclinD1,[['0']],NA,0.10127
./input/networks/large/29230182.bnet,!CyclinD1,"[['!ADAM10', 'BTrCP'], ['!DLL4p', 'BTrCP'], ['!gSecretase', 'BTrCP'], ['BTrCP', 'JAGp']]","[0.0, 0.0, 0.0, 0.0]",0.06004
./input/networks/large/29230182.bnet,PDGFB,"[['!Oxygen', 'VEGFCDp'], ['!Oxygen', 'WNT11'], ['!Oxygen', 'WNT5a']]","[0.0, 0.0, 0.0]",0.23709
./input/networks/large/29230182.bnet,!PDGFB,"[['!AMPATP', '!BMP9', 'Oxygen']]",[0.0],0.19094
./input/networks/large/29237040.bnet,CCA,"[['!miRNA', '!p53', 'EMTreg']]",[0.0],0.21869
./input/networks/large/29237040.bnet,!CCA,"[['!AKT2', '!DNAdamage', '!ECMicroenv', '!EMTreg', 'miRNA'], ['!AKT2', '!DNAdamage', '!ECMicroenv', '!EMTreg', 'p53']]","[0.0, 0.0]",0.42278
./input/networks/large/29237040.bnet,Apoptosis,"[['!ECMicroenv', 'DNAdamage', 'miRNA'], ['!ECMicroenv', 'DNAdamage', 'p53']]","[0.0, 0.0]",0.10372
./input/networks/large/29237040.bnet,!Apoptosis,[['!DNAdamage']],[0.0],0.06984
./input/networks/large/29237040.bnet,Metastasis,"[['!miRNA', '!p53', 'ECMicroenv', 'EMTreg']]",[0.0],0.01839
./input/networks/large/29237040.bnet,!Metastasis,"[['!ECMicroenv'], ['miRNA'], ['p53']]","[0.0, 0.0, 0.0]",0.01226
./input/networks/large/29237040.bnet,miRNA,"[['!AKT1', '!AKT2', '!EMTreg', '!p63_73', 'DNAdamage', 'p53']]",[0.0],0.03738
./input/networks/large/29237040.bnet,!miRNA,[['!DNAdamage']],[0.0],0.02623
./input/networks/large/29378814.bnet,Smad7,[['0']],NA,1.78394
./input/networks/large/29378814.bnet,!Smad7,[['SignalLIF']],[0.028656999999999995],1.55701
./input/networks/large/29378814.bnet,Fgfr2,[['0']],NA,2.40074
./input/networks/large/29378814.bnet,!Fgfr2,[['SignalWNT']],[0.052],2.28966
./input/networks/large/29378814.bnet,BMP4,"[['SignalBMP'], ['SignalWNT']]","[0.0, 0.0]",0.36033
./input/networks/large/29378814.bnet,!BMP4,"[['!SignalBMP', '!SignalERK', '!SignalLIF', '!SignalPI3K', '!SignalWNT']]",[0.0],0.58102
./input/networks/large/29378814.bnet,Rex1,"[['!SignalBMP', '!SignalERK', 'SignalWNT'], ['!SignalERK', 'SignalLIF', 'SignalWNT']]","[0.040000000000000036, 0.11499999999999999]",4.02885
./input/networks/large/29378814.bnet,!Rex1,"[['!SignalBMP', '!SignalLIF', 'SignalERK'], ['!SignalBMP', '!SignalWNT', 'SignalERK']]","[0.007, 0.058]",5.0004
./input/networks/large/29596489.bnet,TCF,[['Wnt']],[0.0],0.29864
./input/networks/large/29596489.bnet,!TCF,[['0']],NA,0.33949
./input/networks/large/29596489.bnet,GSK3beta,[['0']],NA,0.26392
./input/networks/large/29596489.bnet,!GSK3beta,[['Wnt']],[0.0],0.19746
./input/networks/large/29596489.bnet,mTORC2,[['0']],NA,0.18437
./input/networks/large/29596489.bnet,!mTORC2,"[['!IGF'], ['Wnt']]","[0.0, 0.0]",0.18776
./input/networks/large/29596489.bnet,JNK,[['Wnt']],[0.0],0.24205
./input/networks/large/29596489.bnet,!JNK,"[['!IGF', '!Wnt']]",[0.0],0.30613
./input/networks/large/29632237.bnet,Viacel,[['0']],NA,0.08361
./input/networks/large/29632237.bnet,!Viacel,[['1']],[0.0],0.10654
./input/networks/large/29632237.bnet,PIP3,[['0']],NA,0.16029
./input/networks/large/29632237.bnet,!PIP3,[['1']],[0.001],0.09686
./input/networks/large/29632237.bnet,CYCB,[['0']],NA,0.06186
./input/networks/large/29632237.bnet,!CYCB,[['1']],[0.001],0.06171
./input/networks/large/29632237.bnet,CDK2,[['0']],NA,0.07314
./input/networks/large/29632237.bnet,!CDK2,[['1']],[0.0],0.06746
./input/networks/large/30024932.bnet,G2_M_Arrest,[['0']],NA,0.23567
./input/networks/large/30024932.bnet,!G2_M_Arrest,[['0']],NA,0.2545
./input/networks/large/30024932.bnet,Proliferation,[['!IR']],[0.0],0.06839
./input/networks/large/30024932.bnet,!Proliferation,[['IR']],[0.0],0.08837
./input/networks/large/30024932.bnet,G2_M_Apoptosis,[['0']],NA,0.26014
./input/networks/large/30024932.bnet,!G2_M_Apoptosis,[['!IR']],[0.0],0.18426
./input/networks/large/30024932.bnet,RB,"[['!Cdc25ABC', '!E2F1', '!Mdm2', '!Sirt_1', '!c_Myc', 'ATM', 'IR', 'RB', 'miR_449a'], ['!Cdc25ABC', '!E2F1', '!Mdm2', '!Sirt_1', '!c_Myc', 'ATR', 'IR', 'RB', 'miR_449a']]","[0.0, 0.0]",0.04153
./input/networks/large/30024932.bnet,!RB,[['!IR']],[0.0],0.07178
./input/networks/large/30038409.bnet,HAND1,[['0']],NA,0.02143
./input/networks/large/30038409.bnet,!HAND1,[['1']],[0.0],0.02139
./input/networks/large/30038409.bnet,SALL4,"[['!BMP4', '!FGFR2', '!GSK3B', 'CTNNB1', 'NANOG'], ['!BMP4', '!MYF5', '!TP53', 'FGF2', 'NANOG'], ['!BMP4', '!TP53', 'FGF2', 'INHBA', 'NANOG'], ['!FGF2', '!FGFR2', '!TP53', 'NANOG', 'PBX1']]","[0.0, 0.0, 0.0, 0.0]",0.5027
./input/networks/large/30038409.bnet,!SALL4,[['0']],NA,0.39318
./input/networks/large/30038409.bnet,CDK6,[['0']],NA,0.68352
./input/networks/large/30038409.bnet,!CDK6,"[['!GSK3B', 'CTNNB1', 'FGF2'], ['!GSK3B', 'CTNNB1', 'FGFR2']]","[0.0, 0.0]",0.25229
./input/networks/large/30038409.bnet,ZFHX3,[['0']],NA,0.39773
./input/networks/large/30038409.bnet,!ZFHX3,"[['!BMP4', '!GSK3B', '!MYF5', 'CTNNB1', 'FGF2'], ['!BMP4', '!GSK3B', '!MYF5', 'CTNNB1', 'PBX1'], ['!BMP4', '!GSK3B', 'CTNNB1', 'FGF2', 'INHBA'], ['!BMP4', '!GSK3B', 'CTNNB1', 'FGF2', 'NANOG'], ['!BMP4', '!GSK3B', 'CTNNB1', 'INHBA', 'PBX1'], ['!BMP4', '!GSK3B', 'CTNNB1', 'NANOG', 'PBX1'], ['!GSK3B', '!KLF4', '!MYF5', 'CTNNB1', 'FGF2'], ['!GSK3B', '!KLF4', 'CTNNB1', 'FGF2', 'NANOG'], ['!GSK3B', '!KLF4', 'CTNNB1', 'NANOG', 'PBX1'], ['!GSK3B', '!MYF5', 'CTNNB1', 'FGF2', 'NOG'], ['!GSK3B', 'CTNNB1', 'FGF2', 'NANOG', 'NOG'], ['!GSK3B', 'CTNNB1', 'NANOG', 'NOG', 'PBX1']]","[0.002, 0.001, 0.0, 0.0, 0.0, 0.0, 0.002, 0.0, 0.0, 0.002, 0.0, 0.0]",0.5805
./input/networks/large/30518777.bnet,KAT1,[['0']],NA,0.08001
./input/networks/large/30518777.bnet,!KAT1,[['1']],[0.138],0.0832
./input/networks/large/30518777.bnet,CLOSURE,[['0']],NA,0.33682
./input/networks/large/30518777.bnet,!CLOSURE,[['!ABA']],[0.0],0.24906
./input/networks/large/30518777.bnet,GTG,[['0']],NA,0.00688
./input/networks/large/30518777.bnet,!GTG,[['1']],[0.0],0.00692
./input/networks/large/30518777.bnet,ROP11,[['ERA1']],[0.0],0.00654
./input/networks/large/30518777.bnet,!ROP11,[['!ERA1']],[0.0],0.00655
./input/networks/large/30953496_as_per_authors.bnet,GLUT4,"[['!IL6', '!STAT3', 'JAK', 'NFKB'], ['!JAK', '!SOCS3', 'IL6', 'STAT3'], ['!STAT3', 'IL6', 'JAK', 'SOCS3']]","[0.0, 0.0, 0.0]",0.14073
./input/networks/large/30953496_as_per_authors.bnet,!GLUT4,[['0']],NA,0.14238
./input/networks/large/30953496_as_per_authors.bnet,p38,[['1']],[0.0],0.01208
./input/networks/large/30953496_as_per_authors.bnet,!p38,[['0']],NA,0.01932
./input/networks/large/30953496_as_per_authors.bnet,Apoptosis,[['1']],[0.0],0.01838
./input/networks/large/30953496_as_per_authors.bnet,!Apoptosis,[['0']],NA,0.03192
./input/networks/large/30953496_as_per_authors.bnet,GS,[['0']],NA,0.09369
./input/networks/large/30953496_as_per_authors.bnet,!GS,[['0']],NA,0.13343
./input/networks/large/31130988.bnet,NHEJ,[['0']],NA,0.07343
./input/networks/large/31130988.bnet,!NHEJ,[['1']],[0.0],0.0419
./input/networks/large/31130988.bnet,PP2A_B55,[['0']],NA,8.35614
./input/networks/large/31130988.bnet,!PP2A_B55,[['0']],NA,5.15308
./input/networks/large/31130988.bnet,R_DSB,[['0']],NA,3.44228
./input/networks/large/31130988.bnet,!R_DSB,[['0']],NA,3.27247
./input/networks/large/31130988.bnet,NUC2,[['0']],NA,0.10405
./input/networks/large/31130988.bnet,!NUC2,[['1']],[0.0],0.08164
./input/networks/large/31949240.bnet,Fibrosis,[['0']],NA,0.40462
./input/networks/large/31949240.bnet,!Fibrosis,[['Endothelin_A']],[0.0],0.35048
