Network,Target,Controllers,Errors,Minutes
./input/networks/large/28187161.bnet,BZR1,[],NA,0.62339
./input/networks/large/28187161.bnet,!BZR1,[['!BR']],[0.0],0.01907
./input/networks/large/28381275.bnet,CyclinE,[],NA,0.33245
./input/networks/large/28381275.bnet,!CyclinE,[['DNAdamage']],[0.0],0.01335
./input/networks/large/28381275.bnet,Wnt,[],NA,0.28148
./input/networks/large/28381275.bnet,!Wnt,"[['!EGF', 'DNAdamage']]",[0.0],0.3227
./input/networks/large/28381275.bnet,ERK,[],NA,0.32657
./input/networks/large/28381275.bnet,!ERK,[['!EGF']],[0.0],0.01179
./input/networks/large/28381275.bnet,BRCA1,[],NA,0.2933
./input/networks/large/28381275.bnet,!BRCA1,[['DNAdamage']],[0.0],0.01234
./input/networks/large/28426669_ARF10_greater_ARF5.bnet,MGP,[['0']],NA,0.00169
./input/networks/large/28426669_ARF10_greater_ARF5.bnet,!MGP,[['1']],[0.037],0.00178
./input/networks/large/28426669_ARF10_greater_ARF5.bnet,CLE40,"[['!SCR', '!SHR'], ['!SHR', '!JKD']]","[0.0, 0.0]",0.66119
./input/networks/large/28426669_ARF10_greater_ARF5.bnet,!CLE40,[['SHR']],[0.0],0.05086
./input/networks/large/28426669_ARF10_greater_ARF5.bnet,MIR166,"[['MIR166', '!PHB']]",[0.0],0.68326
./input/networks/large/28426669_ARF10_greater_ARF5.bnet,!MIR166,[],NA,0.67894
./input/networks/large/28426669_ARF10_greater_ARF5.bnet,PHB,[],NA,0.62399
./input/networks/large/28426669_ARF10_greater_ARF5.bnet,!PHB,"[['MIR166', '!PHB']]",[0.0],0.63871
./input/networks/large/28455685.bnet,S6K1,[['1']],[0.0],0.00035
./input/networks/large/28455685.bnet,!S6K1,[['0']],NA,0.00021
./input/networks/large/28455685.bnet,Erk1_2,[],NA,0.05612
./input/networks/large/28455685.bnet,!Erk1_2,"[['!EGFR'], ['EGFR']]","[0.0, 0.0]",0.00336
./input/networks/large/28455685.bnet,mTORC1,[['1']],[0.0],0.00021
./input/networks/large/28455685.bnet,!mTORC1,[['0']],NA,0.00024
./input/networks/large/28455685.bnet,PIP3,"[['EGFR', '!PTEN']]",[0.0],0.0543
./input/networks/large/28455685.bnet,!PIP3,"[['!EGFR'], ['PTEN']]","[0.0, 0.0]",0.00332
./input/networks/large/29186334.bnet,mmcp6,[['1']],[0.15800000000000003],0.00142
./input/networks/large/29186334.bnet,!mmcp6,[['0']],NA,0.0017
./input/networks/large/29186334.bnet,ccr3,[['0']],NA,0.00168
./input/networks/large/29186334.bnet,!ccr3,[['1']],[0.058],0.00154
./input/networks/large/29186334.bnet,mccpa,[['1']],[0.15900000000000003],0.00142
./input/networks/large/29186334.bnet,!mccpa,[['0']],NA,0.00132
./input/networks/large/29186334.bnet,fceRIb,[['gata1']],[0.0],0.00567
./input/networks/large/29186334.bnet,!fceRIb,[['!gata1']],[0.0],0.00812
./input/networks/large/29230182.bnet,CDC42,"[['WNT5a'], ['WNT11']]","[0.0, 0.0]",0.04076
./input/networks/large/29230182.bnet,!CDC42,[],NA,0.04549
./input/networks/large/29230182.bnet,Axin2,[],NA,0.05103
./input/networks/large/29230182.bnet,!Axin2,"[['BTrCP'], ['!gSecretase'], ['!ADAM10'], ['!DLL4p'], ['JAGp']]","[0.0, 0.126, 0.117, 0.135, 0.135]",0.04326
./input/networks/large/29230182.bnet,CyclinD1,[],NA,0.05112
./input/networks/large/29230182.bnet,!CyclinD1,"[['!WNT5a'], ['BTrCP'], ['!gSecretase'], ['!ADAM10'], ['!DLL4p'], ['JAGp']]","[0.085, 0.0, 0.1, 0.111, 0.131, 0.119]",0.04075
./input/networks/large/29230182.bnet,PDGFB,[],NA,0.04417
./input/networks/large/29230182.bnet,!PDGFB,[],NA,0.05413
./input/networks/large/29237040.bnet,CCA,"[['!miRNA'], ['!p53'], ['EMTreg'], ['ECMicroenv'], ['!DNAdamage']]","[0.297222, 0.2905559999999999, 0.346124, 0.43442400000000003, 0.564854]",0.01536
./input/networks/large/29237040.bnet,!CCA,[],NA,0.21117
./input/networks/large/29237040.bnet,Apoptosis,[],NA,0.23467
./input/networks/large/29237040.bnet,!Apoptosis,"[['!miRNA'], ['!p53'], ['EMTreg'], ['ECMicroenv'], ['!DNAdamage']]","[0.25, 0.2195, 0.277, 0.2185, 0.0]",0.01402
./input/networks/large/29237040.bnet,Metastasis,[['0']],NA,0.00685
./input/networks/large/29237040.bnet,!Metastasis,[['1']],[0.092],0.00527
./input/networks/large/29237040.bnet,miRNA,[],NA,0.22368
./input/networks/large/29237040.bnet,!miRNA,"[['!miRNA'], ['!p53'], ['EMTreg'], ['ECMicroenv'], ['!DNAdamage']]","[0.156, 0.1555, 0.199, 0.228, 0.0]",0.01655
./input/networks/large/29378814.bnet,Smad7,[],NA,0.40204
./input/networks/large/29378814.bnet,!Smad7,"[['!SignalBMP', 'SignalWNT'], ['!SignalBMP', 'SignalLIF'], ['SignalWNT', 'SignalLIF'], ['SignalLIF', '!SignalPI3K']]","[0.0, 0.0, 0.039, 0.005]",0.34403
./input/networks/large/29378814.bnet,Fgfr2,[],NA,0.37167
./input/networks/large/29378814.bnet,!Fgfr2,[['SignalWNT']],[0.046],0.01902
./input/networks/large/29378814.bnet,BMP4,[['SignalBMP']],[0.0],0.01429
./input/networks/large/29378814.bnet,!BMP4,[],NA,0.39632
./input/networks/large/29378814.bnet,Rex1,"[['!SignalBMP', '!SignalERK'], ['SignalWNT', 'SignalLIF']]","[0.09199999999999997, 0.25649999999999995]",0.39483
./input/networks/large/29378814.bnet,!Rex1,"[['!SignalBMP', 'SignalERK']]",[0.1335],0.36775
./input/networks/large/29596489.bnet,TCF,[['Wnt']],[0.0],0.00773
./input/networks/large/29596489.bnet,!TCF,[],NA,0.20587
./input/networks/large/29596489.bnet,GSK3beta,"[['!Wnt', '!IGF']]",[0.0],0.18468
./input/networks/large/29596489.bnet,!GSK3beta,[['Wnt']],[0.0],0.00802
./input/networks/large/29596489.bnet,mTORC2,[],NA,0.18355
./input/networks/large/29596489.bnet,!mTORC2,[['Wnt']],[0.0],0.00738
./input/networks/large/29596489.bnet,JNK,"[['Wnt'], ['IGF']]","[0.0, 0.09695299999999996]",0.01177
./input/networks/large/29596489.bnet,!JNK,"[['!Wnt', '!IGF']]",[0.0],0.20878
./input/networks/large/29632237.bnet,Viacel,[['0']],NA,0.00606
./input/networks/large/29632237.bnet,!Viacel,[['1']],[0.001],0.00587
./input/networks/large/29632237.bnet,PIP3,[['0']],NA,0.00673
./input/networks/large/29632237.bnet,!PIP3,[['1']],[0.0],0.00488
./input/networks/large/29632237.bnet,CYCB,[['0']],NA,0.00455
./input/networks/large/29632237.bnet,!CYCB,[['1']],[0.0],0.00374
./input/networks/large/29632237.bnet,CDK2,[['0']],NA,0.00647
./input/networks/large/29632237.bnet,!CDK2,[['1']],[0.0],0.00453
./input/networks/large/30024932.bnet,G2_M_Arrest,[],NA,0.17517
./input/networks/large/30024932.bnet,!G2_M_Arrest,[['!IR']],[0.0],0.00658
./input/networks/large/30024932.bnet,Proliferation,[['!IR']],[0.0],0.00858
./input/networks/large/30024932.bnet,!Proliferation,[['IR']],[0.0],0.00665
./input/networks/large/30024932.bnet,G2_M_Apoptosis,[],NA,0.16168
./input/networks/large/30024932.bnet,!G2_M_Apoptosis,[['!IR']],[0.0],0.00683
./input/networks/large/30024932.bnet,RB,[],NA,0.1734
./input/networks/large/30024932.bnet,!RB,[['!IR']],[0.0],0.00677
./input/networks/large/30038409.bnet,HAND1,[['0']],NA,0.00155
./input/networks/large/30038409.bnet,!HAND1,[['1']],[0.0],0.00137
./input/networks/large/30038409.bnet,SALL4,[['0']],NA,0.00138
./input/networks/large/30038409.bnet,!SALL4,[['1']],[0.794027],0.00126
./input/networks/large/30038409.bnet,CDK6,[['0']],NA,0.0016
./input/networks/large/30038409.bnet,!CDK6,[['1']],[0.211],0.00138
./input/networks/large/30038409.bnet,ZFHX3,[['1']],[0.801698],0.00125
./input/networks/large/30038409.bnet,!ZFHX3,[['0']],NA,0.00133
./input/networks/large/30518777.bnet,KAT1,[['0']],NA,0.00367
./input/networks/large/30518777.bnet,!KAT1,[['1']],[0.1398],0.00461
./input/networks/large/30518777.bnet,CLOSURE,"[['ABA', 'MRP5'], ['ABA', '!ERA1'], ['ABA', '!ABH1']]","[0.0, 0.0, 0.0]",1.63865
./input/networks/large/30518777.bnet,!CLOSURE,[['!ABA']],[0.0],0.02772
./input/networks/large/30518777.bnet,GTG,[['0']],NA,0.00384
./input/networks/large/30518777.bnet,!GTG,[['1']],[0.0],0.0034
./input/networks/large/30518777.bnet,ROP11,[['ERA1']],[0.0],0.03123
./input/networks/large/30518777.bnet,!ROP11,[['!ERA1']],[0.0],0.03401
./input/networks/large/30953496_as_per_authors.bnet,GLUT4,[],NA,14.35417
./input/networks/large/30953496_as_per_authors.bnet,!GLUT4,[],NA,14.29214
./input/networks/large/30953496_as_per_authors.bnet,p38,[['1']],[0.0],0.00207
./input/networks/large/30953496_as_per_authors.bnet,!p38,[['0']],NA,0.00286
./input/networks/large/30953496_as_per_authors.bnet,Apoptosis,[['1']],[0.0],0.00208
./input/networks/large/30953496_as_per_authors.bnet,!Apoptosis,[['0']],NA,0.00227
./input/networks/large/30953496_as_per_authors.bnet,GS,[],NA,14.38454
./input/networks/large/30953496_as_per_authors.bnet,!GS,[],NA,14.1973
./input/networks/large/31130988.bnet,NHEJ,[['0']],NA,0.01354
./input/networks/large/31130988.bnet,!NHEJ,[['1']],[0.0],0.00998
./input/networks/large/31130988.bnet,PP2A_B55,[['0']],NA,0.01022
./input/networks/large/31130988.bnet,!PP2A_B55,[['1']],[0.0],0.00859
./input/networks/large/31130988.bnet,R_DSB,[],NA,0.32833
./input/networks/large/31130988.bnet,!R_DSB,"[['NUC1', 'HRR']]",[0.0],0.37019
./input/networks/large/31130988.bnet,NUC2,[],NA,0.31262
./input/networks/large/31130988.bnet,!NUC2,"[['!ICL'], ['FANCD2I'], ['NUC1'], ['NUC2'], ['DSB'], ['PARP_1'], ['!HRR'], ['!NHEJ'], ['CycB_CDK1']]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.02028
./input/networks/large/31949240.bnet,Fibrosis,"[['Renal_artery_stenosis', '!Endothelin_A'], ['!Endothelin_A', '!Anti_oxidant_administration_Vitamins_C_and_E']]","[0.0, 0.24660000000000004]",0.16191
./input/networks/large/31949240.bnet,!Fibrosis,"[['!Renal_artery_stenosis'], ['Endothelin_A']]","[0.1298, 0.0]",0.00654
./input/networks/large/31949240.bnet,NO_availability,"[['!Renal_artery_stenosis'], ['Endothelin_A'], ['Simvastatin'], ['Anti_oxidant_administration_Vitamins_C_and_E'], ['VEGF_administration']]","[0.09799999999999998, 0.08699999999999997, 0.0, 0.0, 0.0]",0.00623
./input/networks/large/31949240.bnet,!NO_availability,[],NA,0.17719
./input/networks/large/31949240.bnet,TGF_beta,"[['Renal_artery_stenosis', '!Endothelin_A'], ['!Endothelin_A', '!Anti_oxidant_administration_Vitamins_C_and_E']]","[0.0, 0.2487999999999999]",0.18292
./input/networks/large/31949240.bnet,!TGF_beta,"[['!Renal_artery_stenosis'], ['Endothelin_A']]","[0.11519999999999998, 0.0]",0.0063
./input/networks/large/31949240.bnet,Inflammation,"[['Renal_artery_stenosis', '!Endothelin_A'], ['!Endothelin_A', '!Anti_oxidant_administration_Vitamins_C_and_E']]","[0.0, 0.2622000000000001]",0.18347
./input/networks/large/31949240.bnet,!Inflammation,"[['!Renal_artery_stenosis'], ['Endothelin_A']]","[0.11180000000000001, 0.0]",0.01007
./input/networks/large/32054948.bnet,SIPS,[],NA,0.44631
./input/networks/large/32054948.bnet,!SIPS,[],NA,0.44048
./input/networks/large/32054948.bnet,Apoptosis,[],NA,0.44141
./input/networks/large/32054948.bnet,!Apoptosis,[],NA,0.43394
./input/networks/large/32054948.bnet,Proliferation,[['0']],NA,0.00225
./input/networks/large/32054948.bnet,!Proliferation,[['1']],[0.0075],0.00152
./input/networks/large/32054948.bnet,p53_K,[],NA,0.45365
./input/networks/large/32054948.bnet,!p53_K,[],NA,0.37724
./input/networks/large/35752283.bnet,Prop,[],NA,14.19167
./input/networks/large/35752283.bnet,!Prop,[['!HER2p']],[0.066297],0.21516
./input/networks/large/35752283.bnet,Migs,[],NA,14.16972
./input/networks/large/35752283.bnet,!Migs,"[['Thiazolidinedione', 'IFNgamma']]",[0.0],14.33114
./input/networks/large/35752283.bnet,Apos,[],NA,14.48281
./input/networks/large/35752283.bnet,!Apos,[],NA,14.10622
./input/networks/large/35752283.bnet,Autp,[],NA,13.985
./input/networks/large/35752283.bnet,!Autp,[],NA,14.41532
./input/networks/large/Apoptosis Network_19422837.bnet,Apoptosis,[],NA,0.76233
./input/networks/large/Apoptosis Network_19422837.bnet,!Apoptosis,"[['!TNF'], ['TNF']]","[0.279, 0.263]",0.01722
./input/networks/large/Apoptosis Network_19422837.bnet,IKK,[],NA,0.82107
./input/networks/large/Apoptosis Network_19422837.bnet,!IKK,"[['!TNF', '!GF']]",[0.0],0.77842
./input/networks/large/Apoptosis Network_19422837.bnet,Cas12,[],NA,0.79245
./input/networks/large/Apoptosis Network_19422837.bnet,!Cas12,"[['!TNF'], ['TNF']]","[0.268, 0.012077]",0.02101
./input/networks/large/Apoptosis Network_19422837.bnet,NFkB,[],NA,0.80574
./input/networks/large/Apoptosis Network_19422837.bnet,!NFkB,[],NA,0.78647
./input/networks/large/Arabidopsis thaliana Cell Cycle_26340681.bnet,KRP1,[],NA,0.24376
./input/networks/large/Arabidopsis thaliana Cell Cycle_26340681.bnet,!KRP1,[],NA,0.25776
./input/networks/large/Arabidopsis thaliana Cell Cycle_26340681.bnet,E2Fb,[],NA,0.23011
./input/networks/large/Arabidopsis thaliana Cell Cycle_26340681.bnet,!E2Fb,[],NA,0.20768
./input/networks/large/Arabidopsis thaliana Cell Cycle_26340681.bnet,E2Fe,[],NA,0.25035
./input/networks/large/Arabidopsis thaliana Cell Cycle_26340681.bnet,!E2Fe,[],NA,0.2395
./input/networks/large/Arabidopsis thaliana Cell Cycle_26340681.bnet,CDKB1_1,[],NA,0.22891
./input/networks/large/Arabidopsis thaliana Cell Cycle_26340681.bnet,!CDKB1_1,[],NA,0.21687
./input/networks/large/Aurora Kinase A in Neuroblastoma_26616283.bnet,ENSA,[],NA,0.25191
./input/networks/large/Aurora Kinase A in Neuroblastoma_26616283.bnet,!ENSA,[],NA,0.22692
./input/networks/large/Aurora Kinase A in Neuroblastoma_26616283.bnet,CDK1CCNBComplex,[],NA,0.21904
./input/networks/large/Aurora Kinase A in Neuroblastoma_26616283.bnet,!CDK1CCNBComplex,[],NA,0.21585
./input/networks/large/Aurora Kinase A in Neuroblastoma_26616283.bnet,STMN,[['0']],NA,0.00091
./input/networks/large/Aurora Kinase A in Neuroblastoma_26616283.bnet,!STMN,[['1']],[0.22034099999999998],0.00111
./input/networks/large/Aurora Kinase A in Neuroblastoma_26616283.bnet,PP1,[['0']],NA,0.00091
./input/networks/large/Aurora Kinase A in Neuroblastoma_26616283.bnet,!PP1,[['1']],[0.187345],0.00131
./input/networks/large/B bronchiseptica and T retortaeformis coinfection_22253585.bnet,DP,[['0']],NA,0.00363
./input/networks/large/B bronchiseptica and T retortaeformis coinfection_22253585.bnet,!DP,[['1']],[0.0],0.00288
./input/networks/large/B bronchiseptica and T retortaeformis coinfection_22253585.bnet,TNE,[],NA,2.74615
./input/networks/large/B bronchiseptica and T retortaeformis coinfection_22253585.bnet,!TNE,"[['PIC', 'IS'], ['DCII_Bacterium', 'IS'], ['DCI_Bacterium', 'IS'], ['T0', 'IS'], ['DCI_TRetortaeformis', 'IS'], ['BC_TRetortaeformis', 'IS'], ['DCII_TRetortaeformis', 'IS']]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2.76023
./input/networks/large/B bronchiseptica and T retortaeformis coinfection_22253585.bnet,IFNgII,[],NA,2.85702
./input/networks/large/B bronchiseptica and T retortaeformis coinfection_22253585.bnet,!IFNgII,"[['Bb', 'IS'], ['PIC', 'IS'], ['DCII_Bacterium', 'IS'], ['DCI_Bacterium', 'IS'], ['T0', 'IS'], ['DCI_TRetortaeformis', 'IS'], ['BC_TRetortaeformis', 'IS'], ['DCII_TRetortaeformis', 'IS']]","[0.074, 0.015, 0.031, 0.035, 0.021, 0.031, 0.038, 0.034]",2.8511
./input/networks/large/B bronchiseptica and T retortaeformis coinfection_22253585.bnet,TEL,"[['Th2II_TRetortaeformis'], ['EL2']]","[0.22050000000000003, 0.16900000000000004]",0.0524
./input/networks/large/B bronchiseptica and T retortaeformis coinfection_22253585.bnet,!TEL,"[['!Bb', '!IS'], ['PH', '!IS']]","[0.673, 0.69]",2.84848
./input/networks/large/Budding Yeast Cell Cycle 2009_19185585.bnet,FEAR,[],NA,1.05194
./input/networks/large/Budding Yeast Cell Cycle 2009_19185585.bnet,!FEAR,[],NA,1.03001
./input/networks/large/Budding Yeast Cell Cycle 2009_19185585.bnet,Yhp1,[],NA,0.98591
./input/networks/large/Budding Yeast Cell Cycle 2009_19185585.bnet,!Yhp1,[],NA,0.953
./input/networks/large/Budding Yeast Cell Cycle 2009_19185585.bnet,S,[],NA,1.01065
./input/networks/large/Budding Yeast Cell Cycle 2009_19185585.bnet,!S,[],NA,0.96796
./input/networks/large/Budding Yeast Cell Cycle 2009_19185585.bnet,Swi5,[],NA,0.95603
